CM01 0 -0.005946 -0.000876 0.004660 0.008622
CM01 1 -0.007971 0.000144 0.007559 0.010165
CM01 2 -0.006077 -0.003600 0.007006 0.008026
CM01 3 -0.007776 -0.003475 0.007510 0.009795
CM02 0 0.013230 -0.016482 -0.016026 -0.010317
CM02 1 0.010390 -0.011963 -0.009757 -0.011779
CM02 2 0.009473 -0.008609 -0.018380 -0.007380
CM02 3 0.006669 -0.010475 -0.016983 -0.009307
CM03 0 0.000233 -0.010060 0.001292 0.001720
CM03 1 -0.002443 -0.010138 -0.000448 0.001396
CM03 2 0.000153 -0.011465 -0.003145 0.000226
CM03 3 0.000732 -0.012726 -0.001985 0.000372
CM04 0 0.004786 0.007698 0.000263 0.015786
CM04 1 0.004679 0.012548 -0.003303 0.018145
CM04 2 0.006625 0.007894 0.000433 0.020009
CM04 3 0.005737 0.011976 -0.001265 0.021587
CM05 0 -0.011519 -0.003982 0.010922 0.022368
CM05 1 -0.013015 -0.001725 0.008776 0.020172
CM05 2 -0.011883 0.000374 0.008181 0.013666
CM05 3 -0.014616 0.003265 0.007310 0.010172
CM07 0 0.011128 -0.000976 -0.008944 0.023315
CM07 1 0.010203 0.003563 -0.010711 0.019869
CM07 2 0.009358 0.006746 -0.008819 0.015106
CM07 3 0.006488 0.011132 -0.009858 0.014188
CM09 0 0.014434 -0.009350 -0.010707 0.016723
CM09 1 0.015397 -0.006736 -0.014461 0.017004
CM09 2 0.014117 -0.002165 -0.014233 0.012113
CM09 3 0.012876 0.003838 -0.015683 0.010278
CM11 0 0.011097 -0.010141 -0.004514 0.008119
CM11 1 0.008519 -0.005250 -0.006820 0.008795
CM11 2 0.006561 -0.002856 -0.005509 0.001714
CM11 3 0.006403 0.000195 -0.007471 0.001780
CM12 0 -0.011437 -0.033449 0.006755 0.003959
CM12 1 -0.011931 -0.032696 0.005295 0.001476
CM12 2 -0.000540 -0.028285 0.001384 -0.007415
CM12 3 -0.000559 -0.021823 0.002056 -0.007371
PM02 0 -0.008542 -0.009242 0.008526 -0.003285
PM02 1 -0.009850 -0.007826 0.010037 -0.001545
PM02 2 -0.008408 -0.008525 0.010499 -0.003451
PM02 3 -0.010777 -0.007938 0.012537 -0.000448
PM03 0 -0.003678 -0.007884 0.005061 0.019898
PM03 1 -0.008612 -0.005548 0.002950 0.014878
PM03 2 -0.014442 -0.004722 0.004948 0.010235
PM03 3 -0.010744 -0.010920 0.004190 0.007300
PM04 0 -0.009820 -0.021990 0.004350 0.008469
PM04 1 -0.009718 -0.020119 0.004136 0.002242
PM04 2 -0.007013 -0.015037 0.002958 -0.004622
PM04 3 -0.009135 -0.012583 0.002160 -0.006102
