DV08 1 -0.005731 0.004594 -0.005731 0.001565
DV08 2 -0.005410 0.005197 -0.005410 -0.001956
DV08 3 -0.007259 0.006584 -0.007259 0.002143
DV16 0 -0.002790 0.001245 -0.002790 0.002558
DV16 1 -0.002508 0.002569 -0.002508 0.002520
DV16 2 -0.002099 -0.001758 -0.002099 0.000886
DV16 3 -0.001912 -0.001138 -0.001912 0.000923
DV19 0 -0.006972 -0.000111 -0.006972 -0.004477
DV19 1 -0.006948 -0.000919 -0.006948 -0.006264
DV19 2 -0.004243 -0.006944 -0.004243 -0.012512
DV19 3 -0.003657 -0.006966 -0.003657 -0.012051
DV22 0 -0.001840 -0.000107 -0.001840 -0.001660
DV22 1 -0.000947 -0.000962 -0.000947 -0.001633
DV22 2 0.000180 -0.001905 0.000180 -0.004612
DV22 3 0.000253 0.000822 0.000253 -0.003780
DA44 0 -0.004095 0.002094 -0.004095 0.001015
DA44 1 -0.004947 0.005480 -0.004947 0.003497
DA44 2 -0.004978 0.000917 -0.004978 0.000471
DA44 3 -0.004744 0.001535 -0.004744 0.000837
DA46 0 -0.002517 0.013158 -0.002517 0.014122
DA46 1 -0.003172 0.011026 -0.003172 0.013472
DA46 2 -0.001124 0.007079 -0.001124 0.012971
DA46 3 0.002403 0.008441 0.002403 0.011241
DA47 0 0.001742 0.019704 0.001742 0.020010
DA47 1 0.001584 0.022598 0.001584 0.015810
DA47 2 -0.004927 0.019985 -0.004927 0.017071
DA47 3 -0.005225 0.013119 -0.005225 0.017188
DA51 0 -0.002448 0.012906 -0.002448 0.011428
DA51 1 -0.003966 0.013547 -0.003966 0.011266
DA51 2 -0.001797 0.009800 -0.001797 0.008857
DA51 3 -0.001354 0.012021 -0.001354 0.009782
DA59 0 0.007386 -0.004268 0.007386 -0.000272
DA59 1 0.006050 -0.004001 0.006050 0.001601
DA59 2 0.007452 -0.003019 0.007452 0.003888
DA59 3 0.007259 -0.000680 0.007259 0.002326
DA60 0 -0.000065 0.001205 -0.000065 -0.002177
DA60 1 -0.001169 0.003203 -0.001169 0.000788
DA60 2 -0.002586 0.000577 -0.002586 -0.004576
DA60 3 -0.001801 -0.000678 -0.001801 -0.003421
DA61 0 0.000487 -0.008562 0.000487 -0.008489
DA61 1 0.001413 -0.010734 0.001413 -0.010304
DA61 2 0.002447 -0.009488 0.002447 -0.010833
DA61 3 0.001403 -0.009560 0.001403 -0.012533
DA63 0 -0.005490 -0.001115 -0.005490 -0.004716
DA63 1 -0.004240 -0.002054 -0.004240 -0.004970
DA63 2 -0.002713 -0.001120 -0.002713 -0.004262
DA63 3 -0.003120 -0.001058 -0.003120 -0.004628
DV01 0 -0.002446 0.001287 -0.002446 0.001981
DV01 1 -0.002647 0.001475 -0.002647 0.001145
DV01 2 -0.001475 0.003597 -0.001475 0.005883
DV01 3 -0.000411 0.003881 -0.000411 0.006571
DV04 0 0.002927 0.006425 0.002927 0.011573
DV04 1 0.000361 0.008035 0.000361 0.010121
DV04 2 -0.002732 0.005075 -0.002732 0.008433
DV04 3 -0.001086 0.002813 -0.001086 0.011143
DV10 0 0.003872 0.012917 0.003872 0.019244
DV10 1 0.001944 0.014556 0.001944 0.016723
DV10 2 0.000241 0.012458 0.000241 0.014821
DV10 3 0.002082 0.010519 0.002082 0.015492
DV12 0 0.006888 0.003318 0.006888 0.009420
DV12 1 0.003474 0.004874 0.003474 0.006398
DV12 2 0.000600 0.003817 0.000600 0.006180
DV12 3 0.001442 -0.000788 0.001442 0.007391
DV17 0 0.008315 -0.018184 0.008315 -0.011105
DV17 1 0.010724 -0.017932 0.010724 -0.012874
DV17 2 0.007366 -0.010373 0.007366 -0.002905
DV17 3 0.007103 -0.011345 0.007103 -0.004073
DV20 0 -0.001096 -0.005500 -0.001096 -0.007059
DV20 1 -0.000394 -0.005977 -0.000394 -0.008533
DV20 2 0.000265 -0.003544 0.000265 -0.004384
DV20 3 -0.000252 -0.003305 -0.000252 -0.007588
DV21 0 0.000405 -0.011655 0.000405 -0.012135
DV21 1 -0.000230 -0.010848 -0.000230 -0.012869
DV21 2 0.001049 -0.010882 0.001049 -0.013019
DV21 3 0.001377 -0.009987 0.001377 -0.012514
DV24 0 0.006153 0.000515 0.006153 0.001115
DV24 1 0.006121 0.002843 0.006121 0.001667
DV24 2 0.006910 0.009714 0.006910 0.005910
DV24 3 0.004313 0.009089 0.004313 0.006928
DV25 0 -0.001603 0.002366 -0.001603 0.003468
DV25 1 -0.000426 0.002027 -0.000426 0.000933
DV25 2 -0.003344 0.006930 -0.003344 0.004344
DV25 3 -0.001263 0.006063 -0.001263 0.003491
