0.291209 0.3666104 0.4615351 0.5810383 0.7314839 0.9208837 1.159324 1.459502 1.837404 2.313155 2.91209 3.666104 4.615351 5.810383 7.314839 9.208837 11.59324 14.59502 18.37404 23.13155 29.1209
0.4510054 0.5309315 0.6362456 0.7675039 0.9328843 1.138725 1.392834 1.704232 2.075444 2.505647 2.974976 3.474601 3.974597 4.459733 4.917225 5.334725 5.715105 6.05228 6.351161 6.612325 6.843906
0.4248772 0.5049966 0.6109197 0.7436725 0.9124454 1.125156 1.391994 1.726535 2.136136 2.631613 3.201119 3.850038 4.552697 5.297579 6.064201 6.826599 7.595954 8.31709 9.015701 9.667659 10.28852
-0.08062515 -0.08186982 -0.08113785 -0.08504445 -0.08654724 -0.09632409 -0.09566632 -0.112857 -0.135322 -0.1869329 -0.2687571 -0.441205 -0.6681122 -0.9595892 -1.239657 -1.031424 -0.6175028 0.5969813 2.87988 5.665848 10.84919
0.8761446 0.880577 0.87277 0.8952839 0.9027035 0.9403524 0.9372702 0.9984173 1.061461 1.202917 1.372666 1.69534 2.010568 2.327752 2.510656 1.842644 0.902395 -1.169095 -4.601972 -8.612987 -15.65534
-0.3094084 -0.2002578 -0.1132126 -0.1060385 -0.08774381 -0.1030979 -0.08146286 -0.1196044 -0.1388566 -0.2006607 -0.2429116 -0.337061 -0.372804 -0.3650407 -0.2562169 0.2291317 0.8267366 1.88609 3.456339 5.258974 8.181035
0.4197312 0.2270208 0.1046724 0.07281856 0.04908045 0.04245658 0.02893299 0.03663196 0.03477144 0.04358379 0.0438704 0.0521623 0.04538838 0.02964103 -0.003385506 -0.09185945 -0.1923838 -0.3579961 -0.5895775 -0.8497554 -1.256339
-0.1451942 -0.06391945 -0.02313547 -0.01220177 -0.006330097 -0.003944009 -0.00186001 -0.002254886 -0.001559681 -0.001836628 -0.001352756 -0.00134887 -0.0003464025 0.001117507 0.003463937 0.008443735 0.01375736 0.02213801 0.03332995 0.04570349 0.06442964
-0.08996238 -0.09014081 -0.08789781 -0.08897248 -0.08769505 -0.09702257 -0.08919197 -0.09968817 -0.1204962 -0.1273639 -0.1857615 -0.243871 -0.3544388 -0.5058005 -0.8595011 -1.298692 -2.031486 -3.129031 -4.721425 -6.675644 -10.06301
0.9670418 0.9589435 0.9349895 0.9339796 0.9206441 0.9492934 0.9119753 0.9355187 0.9741578 0.9792383 1.057187 1.115642 1.211176 1.319681 1.55481 1.773571 2.106575 2.552456 3.119501 3.720424 4.744322
-0.3105504 -0.2111945 -0.1203997 -0.0914872 -0.05668867 -0.06943487 -0.02139603 -0.02885852 -0.03663343 -0.02384167 -0.0335707 -0.02948906 -0.02856367 -0.02417217 -0.03764595 -0.03653328 -0.04335229 -0.0551842 -0.0676574 -0.07012292 -0.09985244
0.3322759 0.1864302 0.08385571 0.05064161 0.02593137 0.02233498 0.004235837 0.004687601 0.004365318 0.001762937 0.002311983 0.001490088 0.001098862 0.0005973081 0.001233817 0.0009507736 0.0009854206 0.001273315 0.001443332 0.001288482 0.00187624
-0.109097 -0.04987949 -0.01805632 -0.008811253 -0.003853597 -0.002439171 -0.0004117198 -0.0003477587 -0.0002203398 -7.233536e-05 -7.071543e-05 -3.54656e-05 -2.014486e-05 -7.723406e-06 -1.741143e-05 -1.116237e-05 -9.758763e-06 -1.219875e-05 -1.246768e-05 -1.008505e-05 -1.407181e-05
