CM01 0 0.003314 0.015497 0.003314 -0.002765
CM01 1 0.002660 0.014119 0.002660 -0.002041
CM01 2 0.001163 0.008861 0.001163 0.004162
CM01 3 0.000173 0.005445 0.000173 0.010672
CM02 0 0.001917 0.008663 0.001917 -0.008465
CM02 1 0.004290 0.012119 0.004290 -0.005436
CM02 2 0.002551 0.004032 0.002551 -0.001009
CM02 3 0.000562 0.002208 0.000562 0.004342
CM04 0 -0.000223 0.000176 -0.000223 -0.017578
CM04 1 0.000804 -0.000474 0.000804 -0.019487
CM04 2 0.000682 -0.005471 0.000682 -0.018865
CM04 3 0.002303 -0.010319 0.002303 -0.008678
CM10 0 -0.003729 0.015136 -0.003729 -0.002431
CM10 1 -0.004322 0.016183 -0.004322 -0.000544
CM10 2 -0.005974 0.012303 -0.005974 -0.002053
CM10 3 -0.006645 0.010752 -0.006645 0.004845
CM05 0 0.003665 0.009660 0.003665 -0.020603
CM05 1 0.006321 0.004586 0.006321 -0.015029
CM05 2 0.005332 -0.001026 0.005332 -0.009836
CM05 3 0.000556 -0.007091 0.000556 -0.007528
CM06 0 0.002329 0.007269 0.002329 -0.020074
CM06 1 0.006199 0.002454 0.006199 -0.014103
CM06 2 0.007110 0.000558 0.007110 -0.016406
CM06 3 0.005324 -0.005395 0.005324 -0.015431
CM07 0 0.002450 0.014632 0.002450 -0.011888
CM07 1 0.005404 0.008047 0.005404 -0.013544
CM07 2 0.003190 0.007379 0.003190 -0.007243
CM07 3 0.002399 0.002294 0.002399 -0.003311
CM08 0 0.001670 0.011689 0.001670 -0.013327
CM08 1 0.004302 0.009196 0.004302 -0.016064
CM08 2 0.004682 0.003289 0.004682 -0.007926
CM08 3 0.000472 0.000066 0.000472 -0.008322
CM09 0 -0.000613 0.011157 -0.000613 -0.010591
CM09 1 0.002078 0.011554 0.002078 -0.009557
CM09 2 0.001793 0.009864 0.001793 -0.010759
CM09 3 0.000353 0.001471 0.000353 -0.006059
CM11 0 0.000890 0.009934 0.000890 -0.017885
CM11 1 0.000663 0.003239 0.000663 -0.009926
CM11 2 0.001715 0.001758 0.001715 -0.009797
CM11 3 0.003010 -0.005049 0.003010 -0.012926
CM12 0 0.005861 0.016806 0.005861 -0.008854
CM12 1 0.006187 0.009783 0.006187 -0.007778
CM12 2 0.006890 0.009563 0.006890 -0.002468
CM12 3 0.001389 0.003974 0.001389 -0.004266
DA41 0 0.002817 0.001963 0.002817 0.000669
DA41 1 0.003193 0.000376 0.003193 0.000265
DA41 2 0.001956 0.001915 0.001956 -0.000783
DA41 3 0.003781 0.000752 0.003781 0.001575
DA43 0 0.002190 -0.004528 0.002190 -0.010217
DA43 1 0.001532 -0.005828 0.001532 -0.010599
DA43 2 0.002819 -0.006253 0.002819 -0.011818
DA43 3 0.003775 -0.006642 0.003775 -0.011092
DA45 0 0.002427 -0.007010 0.002427 -0.010361
DA45 1 0.000905 -0.006719 0.000905 -0.011216
DA45 2 0.001321 -0.006813 0.001321 -0.012153
DA45 3 -0.000531 0.004742 -0.000531 -0.011964
DA47 0 0.005505 0.000959 0.005505 -0.002743
DA47 1 0.005948 0.000127 0.005948 -0.002729
DA47 2 0.004415 0.000462 0.004415 -0.003152
DA47 3 0.007432 -0.000548 0.007432 -0.001037
DA49 0 0.001621 -0.004599 0.001621 -0.002076
DA49 1 0.001565 -0.005377 0.001565 -0.002603
DA49 2 0.000820 -0.006140 0.000820 -0.002669
DA49 3 0.005314 -0.005446 0.005314 -0.002887
DA50 0 0.003430 0.003391 0.003430 0.002847
DA50 1 0.003384 0.003630 0.003384 0.003167
DA50 2 0.002216 0.002363 0.002216 0.003314
DA50 3 0.004922 0.003138 0.004922 0.003966
DA51 0 0.003658 -0.004205 0.003658 -0.007479
DA51 1 0.004449 -0.004903 0.004449 -0.008647
DA51 2 0.002366 -0.006102 0.002366 -0.008941
DA51 3 0.005503 -0.016200 0.005503 -0.008083
DA52 0 0.003403 0.006076 0.003403 0.005131
DA52 1 0.003854 0.007017 0.003854 0.004864
DA52 2 0.002790 0.006550 0.002790 0.004803
DA52 3 0.003580 0.006078 0.003580 0.005675
DA53 0 0.000187 0.003781 0.000187 -0.001585
DA53 1 0.000358 0.002189 0.000358 -0.002169
DA53 2 -0.000169 0.001705 -0.000169 -0.002115
DA53 3 0.002907 0.001255 0.002907 -0.000715
DA58 0 0.005197 -0.003090 0.005197 -0.006539
DA58 1 0.004557 -0.003506 0.004557 -0.007325
DA58 2 0.003613 -0.004580 0.003613 -0.007295
DA58 3 0.006090 -0.005012 0.006090 -0.007377
DA60 0 0.001557 0.001965 0.001557 -0.002333
DA60 1 0.001688 0.000795 0.001688 -0.002439
DA60 2 0.002050 0.001323 0.002050 -0.003553
DA60 3 0.004092 0.000438 0.004092 -0.002340
DA61 0 0.008330 -0.003840 0.008330 -0.003598
DA61 1 0.008956 -0.005447 0.008956 -0.003187
DA61 2 0.007548 -0.004432 0.007548 -0.005011
DA61 3 0.009489 -0.004870 0.009489 -0.003799
DA62 0 -0.000496 -0.001915 -0.000496 -0.008432
DA62 1 -0.000227 -0.003049 -0.000227 -0.007575
DA62 2 -0.001875 -0.002474 -0.001875 -0.007872
DA62 3 0.001756 -0.004475 0.001756 -0.007968
DA64 0 0.001032 -0.005681 0.001032 -0.006716
DA64 1 0.003057 -0.008063 0.003057 -0.007876
DA64 2 0.002535 -0.008464 0.002535 -0.007664
DA64 3 0.004888 -0.007819 0.004888 -0.006824
DV02 0 -0.000854 -0.008831 -0.000854 -0.012557
DV02 1 -0.000318 -0.008919 -0.000318 -0.014032
DV02 2 0.000091 -0.010191 0.000091 -0.014814
DV02 3 0.002655 -0.012338 0.002655 -0.013401
DV04 0 -0.000289 -0.004458 -0.000289 -0.000798
DV04 1 0.000764 -0.004161 0.000764 -0.001625
DV04 2 0.000448 -0.004387 0.000448 -0.001459
DV04 3 -0.000744 -0.005279 -0.000744 0.000141
DV05 0 -0.001367 -0.016573 -0.001367 -0.017706
DV05 1 -0.000576 -0.017143 -0.000576 -0.019605
DV05 2 -0.001033 -0.017547 -0.001033 -0.019389
DV05 3 0.001817 -0.013895 0.001817 -0.017984
DV09 0 0.002207 -0.005681 0.002207 -0.006258
DV09 1 0.002975 -0.006213 0.002975 -0.008181
DV09 2 0.001432 -0.005802 0.001432 -0.009935
DV09 3 0.003433 -0.006643 0.003433 -0.006613
DV13 0 0.001529 -0.002247 0.001529 -0.005459
DV13 1 0.001438 -0.003328 0.001438 -0.006080
DV13 2 0.001501 -0.006965 0.001501 -0.007831
DV13 3 0.003817 -0.007651 0.003817 -0.005703
DA44 0 0.000970 0.015991 0.000970 0.012280
DA44 1 0.000884 0.014864 0.000884 0.011390
DA44 2 0.000877 0.015951 0.000877 0.010939
DA44 3 0.001411 0.015784 0.001411 0.011828
DA55 0 -0.001355 0.003017 -0.001355 0.003575
DA55 1 -0.000996 0.003935 -0.000996 0.003232
DA55 2 -0.002437 0.002430 -0.002437 0.003285
DA55 3 -0.001945 0.005075 -0.001945 0.001841
DA59 0 0.004548 0.004592 0.004548 0.000709
DA59 1 0.005914 0.003756 0.005914 0.001681
DA59 2 0.003597 0.005116 0.003597 0.001576
DA59 3 0.003888 0.005301 0.003888 0.001484
DV01 0 -0.000041 0.005709 -0.000041 0.001153
DV01 1 -0.000218 0.005688 -0.000218 0.002098
DV01 2 -0.000913 0.005705 -0.000913 0.001412
DV01 3 -0.000794 0.006381 -0.000794 0.001809
DV07 0 -0.001110 -0.002072 -0.001110 -0.003305
DV07 1 -0.000217 -0.000633 -0.000217 -0.002513
DV07 2 -0.001290 -0.001383 -0.001290 -0.003147
DV07 3 -0.000841 -0.000798 -0.000841 -0.003051
DV11 0 -0.003216 0.013169 -0.003216 0.012217
